5,1
6,1
7,4
8,2
9,2
11,3
12,3
13,3
14,4
15,4
16,5
18,6
19,6
20,7
21,8
22,9
23,9
24,10
25,10
26,11
28,15
29,13
30,14
31,15
32,15
33,17
34,17
35,35
36,19
37,19
39,21
40,23
41,24
42,24
44,27
46,29
47,30
48,32
49,32
50,32
51,38
52,40
53,38
54,38
55,37
56,38
57,40
58,41
59,43
60,44
61,49
62,46
63,81
64,50
65,50
66,54
68,56
69,57
70,62
71,59
72,60
73,63
74,63
75,65
76,68
77,68
78,70
79,89
80,72
81,75
82,78
83,78
86,83
87,82
88,86
89,89
90,88
91,90
92,93
93,97
94,96
95,101
96,101
97,101
98,107
99,107
100,108
101,110
102,110
103,113
104,114
105,119
106,121
107,125
108,127
109,129
110,128
111,129
112,145
113,137
114,136
115,138
116,144
117,142
118,145
119,144
120,155
121,153
122,152
123,175
124,162
125,167
126,164
127,171
128,168
129,174
130,184
131,176
133,201
135,190
136,193
137,212
138,198
139,207
140,201
141,219
142,205
143,218
144,205
145,236
146,228
147,227
148,227
149,235
150,243
151,238
152,243
153,240
154,235
155,237
157,249
158,254
159,270
160,253
161,252
162,256
163,264
164,263
166,272
167,278
168,277
169,285
170,296
171,283
172,294
173,294
174,290
176,301
177,305
178,319
179,315
180,313
181,336
182,327
183,330
184,329
186,335
187,337
189,346
190,358
191,361
192,398
195,368
196,371
197,390
198,377
199,463
200,398
201,391
202,423
203,402
204,408
205,408
206,407
207,419
208,436
209,432
210,430
211,435
212,438
213,439
214,438
215,451
216,464
217,467
218,481
219,462
220,469
221,475
222,474
223,479
224,474
225,480
226,502
227,506
228,516
229,490
230,515
231,504
232,519
233,512
234,516
235,518
236,598
237,519
238,539
239,560
240,546
241,558
243,554
244,563
245,574
246,584
247,617
248,606
249,662
250,585
251,607
252,604
253,625
254,619
255,636
256,652
258,697
259,647
260,659
261,675
262,663
263,662
264,696
265,684
266,699
267,688
268,669
269,689
270,719
271,699
272,738
273,699
274,693
275,718
276,730
277,754
278,788
279,732
280,746
281,774
282,791
283,760
284,778
285,798
286,789
287,780
288,817
289,806
290,817
298,875
300,877
301,855
302,890
303,886
304,908
305,876
306,906
307,898
308,926
309,915
310,921
311,912
313,919
314,932
315,944
316,987
317,947
318,943
319,992
320,1014
321,975
322,961
323,996
324,1010
325,1021
326,1021
327,1054
328,1037
329,1008
330,1037
331,1045
332,1051
333,1066
334,1050
335,1080
336,1060
337,1085
338,1109
339,1110
340,1105
341,1093
342,1103
343,1136
344,1131
345,1134
346,1123
347,1123
348,1174
349,1143
350,1149
351,1165
352,1180
353,1172
354,1177
355,1224
356,1199
357,1211
358,1231
359,1270
360,1243
361,1237
362,1246
363,1290
364,1268
365,1281
366,1298
367,1284
368,1271
369,1271
370,1337
371,1370
372,1332
373,1329
374,1299
375,1349
376,1334
378,1370
379,1331
380,1391
381,1594
382,1427
383,1436
384,1396
385,1431
386,1375
387,1424
388,1451
389,1473
391,1438
392,1461
393,1497
394,1457
395,1502
396,1496
397,1479
398,1479
399,1550
400,1555
401,1534
402,1552
403,1590
404,1582
405,1563
406,1589
407,1593
408,1575
409,1627
410,1595
411,1635
412,1633
413,1625
414,1617
415,1634
416,1641
417,1676
418,1673
419,1673
420,1682
421,1703
422,1709
423,1763
424,1720
425,1719
426,1757
427,1762
428,1737
429,1740
430,1761
431,1784
432,1789
433,1756
434,1786
435,1820
436,1863
437,1876
438,1920
440,1836
441,1858
442,1897
443,1879
444,1863
445,1860
447,1946
448,1918
449,1928
450,1955
451,1983
452,1964
453,1951
454,1986
455,1952
456,1957
458,2050
459,2039
460,2037
461,2028
462,1999
463,2029
464,2053
465,2047
466,2105
467,2058
468,2140
469,2121
470,2038
471,2185
472,2136
473,2129
474,2147
475,2181
476,2171
477,2161
478,2247
479,2138
480,2215
482,2215
483,2250
484,2269
485,2261
486,2298
487,2274
488,2277
489,2310
490,2289
491,2450
492,2322
493,2333
494,2316
495,2291
496,2353
497,2391
498,2384
499,2345
500,2401
