5,4
6,4
7,4
8,4
9,5
11,5
12,5
13,6
14,6
15,7
16,7
18,7
19,7
20,12
21,8
22,9
23,9
24,10
25,9
26,9
28,10
29,10
30,11
31,11
32,14
33,14
34,30
35,15
36,15
37,19
39,16
40,16
41,17
42,17
44,18
46,18
47,19
48,18
49,19
50,19
51,19
52,20
53,19
54,18
55,17
56,19
57,19
58,19
59,20
60,28
61,20
62,20
63,20
64,21
65,21
66,24
68,24
69,28
70,28
71,25
72,35
73,26
74,35
75,27
76,26
77,28
78,26
79,28
80,31
81,28
82,28
83,29
86,30
87,31
88,31
89,30
90,30
91,38
92,33
93,32
94,32
95,33
96,32
97,33
98,39
99,34
100,37
101,36
102,37
103,37
104,37
105,44
106,37
107,38
108,38
109,38
110,37
111,38
112,36
113,39
114,44
115,43
116,42
117,39
118,39
119,39
120,41
121,41
122,41
123,41
124,41
125,43
126,42
127,42
128,42
129,44
130,43
131,46
133,45
135,50
136,54
137,54
138,49
139,51
140,52
141,50
142,51
143,52
144,54
145,51
146,57
147,52
148,53
149,54
150,57
151,54
152,55
153,55
154,54
155,56
157,64
158,57
159,56
160,65
161,56
162,59
163,62
164,60
166,59
167,58
168,57
169,61
170,60
171,62
172,67
173,64
174,61
176,64
177,65
178,63
179,65
180,64
181,102
182,64
183,65
184,64
186,66
187,68
189,67
190,68
191,67
192,69
195,71
196,70
197,70
198,70
199,70
200,73
201,71
202,77
203,74
204,76
205,77
206,76
207,76
208,81
209,77
210,76
211,79
212,77
213,78
214,76
215,77
216,86
217,84
218,81
219,79
220,79
221,81
222,81
223,85
224,76
225,79
226,80
227,78
228,80
229,82
230,79
231,80
232,81
233,78
234,80
235,83
236,80
237,89
238,88
239,87
240,85
241,85
243,90
244,87
245,85
246,87
247,87
248,87
249,89
250,90
251,102
252,89
253,98
254,88
255,90
256,89
258,94
259,100
260,109
261,91
262,93
263,94
264,92
265,94
266,91
267,103
268,107
269,94
270,95
271,99
272,97
273,100
274,102
275,100
276,99
277,112
278,99
279,103
280,102
281,98
282,101
283,102
284,101
285,100
286,108
287,101
288,101
289,104
290,102
298,103
300,120
301,108
302,113
303,106
304,106
305,107
306,115
307,112
308,114
309,110
310,112
311,112
313,110
314,115
315,121
316,116
317,120
318,115
319,130
320,119
321,114
322,115
323,127
324,120
325,117
326,119
327,120
328,119
329,118
330,119
331,120
332,119
333,120
334,119
335,122
336,120
337,125
338,124
339,123
340,134
341,125
342,125
343,122
344,124
345,123
346,127
347,133
348,137
349,123
350,127
351,128
352,129
353,127
354,129
355,139
356,129
357,170
358,131
359,130
360,149
361,151
362,131
363,131
364,131
365,135
366,132
367,138
368,131
369,138
370,130
371,203
372,133
373,134
374,135
375,136
376,136
378,136
379,141
380,141
381,145
382,139
383,145
384,154
385,142
386,141
387,142
388,143
389,145
391,149
392,144
393,144
394,147
395,141
396,146
397,144
398,146
399,147
400,143
401,144
402,153
403,166
404,144
405,201
406,151
407,147
408,161
409,150
410,154
411,160
412,152
413,150
414,150
415,152
416,150
417,154
418,156
419,153
420,153
421,156
422,160
423,157
424,159
425,159
426,162
427,162
428,155
429,156
430,159
431,172
432,158
433,157
434,163
435,164
436,165
437,159
438,161
440,166
441,162
442,167
443,167
444,167
445,172
447,186
448,174
449,202
450,169
451,303
452,178
453,172
454,171
455,171
456,169
458,172
459,174
460,174
461,174
462,172
463,175
464,174
465,172
466,176
467,175
468,175
469,170
470,174
471,180
472,175
473,178
474,178
475,183
476,188
477,218
478,180
479,180
480,179
482,185
483,182
484,181
485,183
486,185
487,184
488,187
489,189
490,193
491,189
492,185
493,188
494,186
495,186
496,203
497,190
498,205
499,202
500,193
